catalogue_id	characteristic	source_name_v5	entity	implementation_status	current_output_field	characteristic_group	availability_stage	role	source	data_type	unit_or_values	definition	calculation	interpretation	empty_value_meaning	evidence_or_reference	notes
C107	comment_score	comment_score	Question comment	Available in current source		Calculated by Stack Exchange	Source dump record	Community reception	Comments.Score	int	Integer score or score difference. Positive, zero, and negative values retain their Stack Exchange score meaning. Empty means the score is unavailable.	The number of positive community votes received by a comment.	Stack Exchange calculates and maintains the value in Comments.Score; the catalogue records the maintained source value.	0 means no positive comment votes are recorded; larger values mean more users endorsed the comment.	An empty value means the score is unavailable. A value of 0 is a valid recorded score.		Available in the current XML inputs and retained outside the question-level output until a separate table or explicit aggregation is defined.
C108	favorite_count	favorite_count	Question	Needs source review		Calculated by Stack Exchange	Source review	Community reception	Posts.FavoriteCount	int	Non-negative integer count. 0 means that the counted quantity is absent. Empty means the source needed for counting is unavailable.	The number of users who marked the question as a favorite or saved item in data versions that provide this field.	Stack Exchange calculates and maintains the value in Posts.FavoriteCount; the catalogue records the maintained source value.	Zero means no recorded favorites; larger values indicate more recorded favorites.	An empty value means this source field is unavailable. A value of 0 means no favorites were recorded.	SOQDE 2018; Raida et al. 2024	Source availability and meaning require verification for the selected Stack Exchange dump.
C109	post_type_id	post_type_id	Post	Available in current source		Calculated by Stack Exchange	Source dump record	Identifier	Posts.PostTypeId	tinyint	1 = Question; 2 = Answer. These are categorical codes; equality comparison applies. Empty means the code is unavailable.	A category code telling whether a post is a question or an answer.	Stack Exchange calculates and maintains the value in Posts.PostTypeId; the catalogue records the maintained source value.	1 means Question and 2 means Answer. The codes identify post categories.	An empty value means the related record or relationship is unavailable.		Available in the current XML inputs and retained outside the question-level output until a separate table or explicit aggregation is defined.
C110	question_score	question_score	Question	Implemented	question_score	Calculated by Stack Exchange	Later human evidence	Community reception	Posts.Score where PostTypeId = 1	integer	net votes	The question's voting result at the dump snapshot: up-votes increase the value and down-votes decrease it.	Stack Exchange calculates the net voting score and stores it in Posts.Score; the value is copied from the selected question row.	Positive values show more up-votes than down-votes, zero shows a balanced or limited voting result, and negative values show more down-votes.	Empty only when the source score is unavailable.	SOQDE 2018; Raida et al. 2024	Produced by the current builder and mapped to the current output field.
C111	question_view_count	question_view_count	Question	Implemented	question_view_count	Calculated by Stack Exchange	Dump-snapshot context	Visibility	Posts.ViewCount where PostTypeId = 1	integer	views	The number of times Stack Exchange recorded the question page as viewed by the dump snapshot.	Stack Exchange maintains the view total in Posts.ViewCount; the value is copied from the selected question row.	Higher values show greater recorded exposure. Question age and site traffic also influence this count.	Empty when the source row omits the view count.	SOQDE 2018; Raida et al. 2024	Produced by the current builder and mapped to the current output field.
C112	stackexchange_answer_count	recorded_answer_count	Post	Implemented	stackexchange_answer_count	Calculated by Stack Exchange	Later human evidence	Response outcome	Posts.AnswerCount where PostTypeId = 1	integer	answers	The number of answers shown in the count stored by Stack Exchange on the question row.	Stack Exchange maintains the answer total in Posts.AnswerCount; the value is copied from the selected question row.	Zero denotes no answer in the platform-maintained count. Comparison with available_answer_count identifies source-row differences.	Empty when the source count is unavailable.	SOQDE 2018; Raida et al. 2024	Dictionary v5 name mapped to the canonical field stackexchange_answer_count: recorded_answer_count.
C113	stackexchange_comment_count	recorded_comment_count	Question comment	Implemented	stackexchange_comment_count	Calculated by Stack Exchange	Later human evidence	Interaction outcome	Posts.CommentCount where PostTypeId = 1	integer	comments	The number of comments shown in the count stored by Stack Exchange on the question row.	Stack Exchange maintains the question-comment total in Posts.CommentCount; the value is copied from the selected question row.	Zero denotes no question comment in the platform-maintained count. Comparison with available_question_comment_count identifies source-row differences.	Empty when the source count is unavailable.	SOQDE 2018	Dictionary v5 name mapped to the canonical field stackexchange_comment_count: recorded_comment_count.
C114	tag_usage_count	tag_usage_count	Tag	Requires additional dump file		Calculated by Stack Exchange	Additional source record	Topic	Tags.Count	int	Non-negative integer count. 0 means that the counted quantity is absent. Empty means the source needed for counting is unavailable.	The number of questions currently associated with the tag according to Stack Exchange.	Stack Exchange calculates and maintains the value in Tags.Count; the catalogue records the maintained source value.	Zero means no questions carrying the tag; larger values indicate more questions carrying the tag.	An empty value means the source needed to produce the count is unavailable. A value of 0 is a valid observed count.		The required additional dump table is outside the current production inputs.
C115	user_down_votes	user_down_votes	User	Requires additional dump file		Calculated by Stack Exchange	Additional source record	Count	Users.DownVotes	int	Non-negative integer count. 0 means that the counted quantity is absent. Empty means the source needed for counting is unavailable.	The total number of down-votes the user has cast.	Stack Exchange calculates and maintains the value in Users.DownVotes; the catalogue records the maintained source value.	Zero means no down-votes cast by the user; larger values indicate more down-votes cast by the user.	An empty value means the source needed to produce the count is unavailable. A value of 0 is a valid observed count.		The required additional dump table is outside the current production inputs.
C116	user_reputation	user_reputation	User	Requires additional dump file		Calculated by Stack Exchange	Additional source record	Community reception	Users.Reputation	int	Non-negative integer reputation points maintained by Stack Exchange. Larger values indicate more accumulated reputation. Empty means the platform value is unavailable.	The user's current reputation-point total on the Stack Exchange site.	Stack Exchange calculates and maintains the value in Users.Reputation; the catalogue records the maintained source value.	Larger values indicate more reputation accumulated on the selected Stack Exchange site. Valid comparisons use the same site and extraction date because reputation changes over time.	An empty value means the required source information is unavailable.	SOQDE 2018; Mondal et al. 2021; Raida et al. 2024	The required additional dump table is outside the current production inputs.
C117	user_up_votes	user_up_votes	User	Requires additional dump file		Calculated by Stack Exchange	Additional source record	Count	Users.UpVotes	int	Non-negative integer count. 0 means that the counted quantity is absent. Empty means the source needed for counting is unavailable.	The total number of up-votes the user has cast.	Stack Exchange calculates and maintains the value in Users.UpVotes; the catalogue records the maintained source value.	Zero means no up-votes cast by the user; larger values indicate more up-votes cast by the user.	An empty value means the source needed to produce the count is unavailable. A value of 0 is a valid observed count.		The required additional dump table is outside the current production inputs.
C118	user_views	user_views	User	Requires additional dump file		Calculated by Stack Exchange	Additional source record	Count	Users.Views	int	Non-negative integer count. 0 means that the counted quantity is absent. Empty means the source needed for counting is unavailable.	The number of times the user's profile page has been viewed according to Stack Exchange.	Stack Exchange calculates and maintains the value in Users.Views; the catalogue records the maintained source value.	Zero means no recorded profile views; larger values indicate more recorded profile views.	An empty value means the source needed to produce the count is unavailable. A value of 0 is a valid observed count.		The required additional dump table is outside the current production inputs.
C119	site		Provenance	Implemented	site	Non-calculated	Provenance	Identifier	Command parameter	text	Stack Exchange host name	The Stack Exchange site from which the question was extracted.	The plain host supplied through --site is copied to every selected question row.	The value distinguishes communities because each Stack Exchange site has its own topics, accounts, and moderation practices.	Never empty in a valid output.		Added from the verified production schema during Dictionary v5 synthesis.
C120	dump_snapshot_date		Provenance	Implemented	dump_snapshot_date	Non-calculated	Provenance	Provenance	Dump metadata	date	YYYY-MM-DD	The date represented by the downloaded Stack Exchange dump.	The date supplied through --dump-date is copied to every selected question row.	Every snapshot-based score, view, count, and text field is observed by this date, which defines the end of the observation period.	Never empty in a valid output.		Added from the verified production schema during Dictionary v5 synthesis.
C121	question_url		Question	Implemented	question_url	Calculated by project	Provenance	Identifier	site and question_id	text	URL	The direct web address of the original question.	The site host and question_id are inserted into the address pattern https://{site}/questions/{question_id}.	The address identifies the public question page when that page remains available online.	Never empty in a valid output.		Added from the verified production schema during Dictionary v5 synthesis.
C122	question_last_edit_datetime		Question	Implemented	question_last_edit_datetime	Non-calculated	Dump-snapshot context	Timestamp	Posts.LastEditDate where PostTypeId = 1	datetime	UTC datetime	The most recent question edit time recorded in the dump.	The value is copied from Posts.LastEditDate on the selected question row when that attribute is present.	Comparison with the creation time identifies whether an edit occurred and gives the most recent recorded edit time.	Empty when the question has no recorded edit.		Added from the verified production schema during Dictionary v5 synthesis.
C123	question_tags		Tag	Implemented	question_tags	Calculated by project	Question content at dump snapshot	Topic	question_tags_raw	text	semicolon-separated tags	The question tags in a simple list that is easy to read and split.	Each name between angle brackets is extracted, and the names are joined with semicolons.	Semicolon separation yields the individual topic names. One question can carry several tags.	Empty when the question has no source tags.	Raida et al. 2024	Added from the verified production schema during Dictionary v5 synthesis.
C124	question_content_license		Question	Implemented	question_content_license	Non-calculated	Provenance	Provenance	Posts.ContentLicense where PostTypeId = 1	text	licence name	The content licence recorded for the question row.	The value is copied from Posts.ContentLicense on the selected question row.	The licence, question URL, and author information govern sharing and reuse of question content.	Empty for an older source row that omits the licence field.		Added from the verified production schema during Dictionary v5 synthesis.
C125	owner_display_name		Question author	Implemented	owner_display_name	Non-calculated	Question metadata at dump snapshot	Identifier	Posts.OwnerDisplayName where PostTypeId = 1	text	display name	The source display name stored directly on the post, mainly for authors without an available user identifier.	The value is copied from Posts.OwnerDisplayName on the selected question row when that attribute is present.	The source name supports attribution when Stack Exchange stores a name directly on the post.	Empty when the source row provides no direct display name.		Added from the verified production schema during Dictionary v5 synthesis.
C126	link_count		Question	Implemented	link_count	Calculated by project	Question content at dump snapshot	Context characteristic	question_body_html	integer	links	The number of hyperlinks in the question body.	The value equals the number of HTML a elements containing an href attribute.	Zero means the question contains no hyperlink. Larger values indicate greater reliance on linked context.	Zero when no hyperlink is present.		Added from the verified production schema during Dictionary v5 synthesis.
C127	image_count		Question	Implemented	image_count	Calculated by project	Question content at dump snapshot	Context characteristic	question_body_html	integer	images	The number of images embedded in the question body.	The value equals the number of HTML img elements.	Zero means the question contains no embedded image. Larger values indicate more visual material.	Zero when no image is present.		Added from the verified production schema during Dictionary v5 synthesis.
C128	available_answer_count		Question thread	Implemented	available_answer_count	Calculated by project	Later human evidence	Response outcome	Posts answer rows with ParentId = question_id	integer	available answer rows	The number of answer rows that are actually available in Posts.xml for the question.	The value equals the number of matching PostTypeId = 2 rows in the dump.	Zero means no answer row is available in Posts.xml. Larger values mean more human responses are available for analysis.	Zero when no answer row is available.		Added from the verified production schema during Dictionary v5 synthesis.
C129	has_available_answer		Question thread	Implemented	has_available_answer	Calculated by project	Later human evidence	Response outcome	available_answer_count	boolean	TRUE or FALSE	Whether at least one answer row is available for the question in the dump.	The value is TRUE when available_answer_count is greater than zero and FALSE when it equals zero.	TRUE means at least one answer row is available; FALSE means the available answer count is zero.	Never empty in a valid output.		Added from the verified production schema during Dictionary v5 synthesis.
C130	first_answer_id		Answer	Implemented	first_answer_id	Calculated by project	Later human evidence	Response outcome	Available answer rows	text	answer identifier	The identifier of the earliest available answer by creation time.	Available answers are ordered by CreationDate and numeric Id; the first row supplies the value.	The identifier locates the earliest available answer selected by timestamp and numeric ID.	Empty when no answer row is available.		Added from the verified production schema during Dictionary v5 synthesis.
C131	accepted_answer_available		Accepted answer	Implemented	accepted_answer_available	Calculated by project	Later human evidence	Resolution outcome	accepted_answer_id and available answer rows	boolean	TRUE or FALSE	Whether the answer named by accepted_answer_id is present in Posts.xml.	The value is TRUE when the available answers contain a row whose Posts.Id equals accepted_answer_id.	TRUE means the accepted-answer row is present and its content can be analyzed; FALSE means the row is absent or the question has no accepted-answer identifier.	FALSE when no accepted answer is recorded or its row is unavailable.		Added from the verified production schema during Dictionary v5 synthesis.
C132	accepted_answer_url		Accepted answer	Implemented	accepted_answer_url	Calculated by project	Provenance	Identifier	site and accepted_answer_id	text	web address	The direct web address of the answer currently identified as accepted.	The address is constructed as https://{site}/a/{accepted_answer_id}.	The address identifies the currently accepted answer and supports attribution when that page remains available online.	Empty when the question has no accepted answer identifier.		Added from the verified production schema during Dictionary v5 synthesis.
C133	accepted_answer_owner_user_id		Accepted answer	Implemented	accepted_answer_owner_user_id	Non-calculated	Later human evidence	Attribution	Posts.OwnerUserId on the available accepted-answer row	text	user identifier	The Stack Exchange user identifier of the accepted-answer author when the account is available in the dump.	The value is copied from Posts.OwnerUserId on the available accepted-answer row.	The identifier supports accepted-answer author attribution and source joins when the account is available.	Empty when the accepted-answer row or its author account is unavailable.		Added from the verified production schema during Dictionary v5 synthesis.
C134	accepted_answer_owner_display_name		Accepted answer	Implemented	accepted_answer_owner_display_name	Non-calculated	Later human evidence	Attribution	Posts.OwnerDisplayName on the available accepted-answer row	text	display name	The author display name stored directly on the accepted-answer row.	The value is copied from Posts.OwnerDisplayName on the available accepted-answer row when that attribute is present.	The source name supports accepted-answer attribution when Stack Exchange stores it directly on the answer row.	Empty when the source row provides no direct display name.		Added from the verified production schema during Dictionary v5 synthesis.
C135	accepted_answer_content_license		Accepted answer	Implemented	accepted_answer_content_license	Non-calculated	Provenance	Provenance	Posts.ContentLicense on the available accepted-answer row	text	licence name	The content licence recorded for the accepted answer.	The value is copied from Posts.ContentLicense on the available accepted-answer row.	The licence, accepted-answer URL, and author information govern sharing and reuse of answer content.	Empty when the accepted-answer row is unavailable or the older source row has no licence field.		Added from the verified production schema during Dictionary v5 synthesis.
C136	acceptance_date		Accepted answer	Implemented	acceptance_date	Calculated by project	Later human evidence	Resolution outcome	Votes.CreationDate where PostId = accepted_answer_id and VoteTypeId = 1	date	YYYY-MM-DD	The first recorded day on which the currently accepted answer received an acceptance vote.	The earliest matching VoteTypeId = 1 date supplies the value. Public-dump vote timestamps have day-level precision.	This day records the acceptance action for the currently accepted answer. Public vote timestamps provide calendar-day precision.	Empty when no matching acceptance vote is available.		Added from the verified production schema during Dictionary v5 synthesis.
C137	days_to_acceptance		Accepted answer	Implemented	days_to_acceptance	Calculated by project	Later human evidence	Response timing	question_creation_datetime and acceptance_date	integer	calendar days	The number of calendar days from question posting to the first recorded acceptance day for the currently accepted answer.	The calendar date of question_creation_datetime is subtracted from acceptance_date.	Zero means acceptance occurred on the question posting day. Larger values mean more calendar days passed before the recorded acceptance action.	Empty when acceptance_date is unavailable or the interval is invalid.		Added from the verified production schema during Dictionary v5 synthesis.
C138	observation_days_at_dump		Provenance	Implemented	observation_days_at_dump	Calculated by project	Provenance	Follow-up control	question_creation_datetime and dump_snapshot_date	integer	calendar days	The number of calendar days between question posting and the dump snapshot.	The calendar date of question_creation_datetime is subtracted from dump_snapshot_date.	Larger values provide more time for accumulated answers, comments, votes, and views. The field controls unequal follow-up time.	Empty only when either date is invalid.		Added from the verified production schema during Dictionary v5 synthesis.
